pokemon,move
Serperior,Vine Whip
Tepig,Brick Break
Tepig,Ember
Tepig,Fire Blast
Tepig,Flamethrower
Tepig,Flare Blitz
Tepig,Focus Blast
Tepig,Head Smash
Tepig,Heat Wave
Tepig,Rollout
Tepig,Tackle
Tepig,Wild Charge
Pignite,Brick Break
Pignite,Bulldoze
Pignite,Ember
Pignite,Fire Blast
Pignite,Fire Punch
Pignite,Flamethrower
Pignite,Flare Blitz
Pignite,Focus Blast
Pignite,Head Smash
Pignite,Heat Wave
Pignite,Low Kick
Pignite,Rock Slide
Pignite,Rock Tomb
Pignite,Rollout
Pignite,Tackle
Pignite,Wild Charge
Emboar,Brick Break
Emboar,Bulldoze
Emboar,Earthquake
Emboar,Ember
Emboar,Fire Blast
Emboar,Fire Punch
Emboar,Flamethrower
Emboar,Flare Blitz
Emboar,Focus Blast
Emboar,Giga Impact
Emboar,Head Smash
Emboar,Heat Wave
Emboar,Hyper Beam
Emboar,Low Kick
Emboar,Rock Slide
Emboar,Rock Tomb
Emboar,Rollout
Emboar,Stone Edge
Emboar,Tackle
Emboar,Thunder Punch
Emboar,Wild Charge
Oshawott,Air Slash
Oshawott,Aqua Jet
Oshawott,Aqua Tail
Oshawott,Brick Break
Oshawott,Dig
Oshawott,Fury Cutter
Oshawott,Hydro Pump
Oshawott,Ice Beam
Oshawott,Icy Wind
Oshawott,Knock Off
Oshawott,Surf
Oshawott,Tackle
Oshawott,Water Gun
Oshawott,Waterfall
Oshawott,X-Scissor
Dewott,Air Slash
Dewott,Aqua Jet
Dewott,Aqua Tail
Dewott,Brick Break
Dewott,Dig
Dewott,Fury Cutter
Dewott,Hydro Pump
Dewott,Ice Beam
Dewott,Icy Wind
Dewott,Knock Off
Dewott,Surf
Dewott,Tackle
Dewott,Water Gun
Dewott,Waterfall
Dewott,X-Scissor
Samurott,Air Slash
Samurott,Aqua Jet
Samurott,Aqua Tail
Samurott,Avalanche
Samurott,Blizzard
Samurott,Brick Break
Samurott,Dig
Samurott,Dragon Tail
Samurott,Fury Cutter
Samurott,Giga Impact
Samurott,Hydro Pump
Samurott,Hyper Beam
Samurott,Ice Beam
Samurott,Ice Punch
Samurott,Icy Wind
Samurott,Knock Off
Samurott,Megahorn
Samurott,Surf
Samurott,Tackle
Samurott,Water Gun
Samurott,Waterfall
Samurott,X-Scissor
Roggenrola,Bulldoze
Roggenrola,Earth Power
Roggenrola,Earthquake
Roggenrola,Flash Cannon
Roggenrola,Mud Slap
Roggenrola,Power Gem
Roggenrola,Rock Slide
Roggenrola,Rock Throw
Roggenrola,Rock Tomb
Roggenrola,Stone Edge
Roggenrola,Tackle
Boldore,Bulldoze
Boldore,Earth Power
Boldore,Earthquake
Boldore,Flash Cannon
Boldore,Mud Slap
Boldore,Power Gem
Boldore,Rock Slide
Boldore,Rock Throw
Boldore,Rock Tomb
Boldore,Stone Edge
Boldore,Tackle
Gigalith,Bulldoze
Gigalith,Earth Power
Gigalith,Earthquake
Gigalith,Flash Cannon
Gigalith,Giga Impact
Gigalith,Hyper Beam
Gigalith,Iron Head
Gigalith,Mud Slap
Gigalith,Power Gem
Gigalith,Rock Slide
Gigalith,Rock Throw
Gigalith,Rock Tomb
Gigalith,Stone Edge
Gigalith,Tackle
Drilbur,Bulldoze
Drilbur,Dig
Drilbur,Drill Run
Drilbur,Earthquake
Drilbur,Fury Cutter
Drilbur,Iron Head
Drilbur,Metal Claw
Drilbur,Mud Shot
Drilbur,Mud Slap
Drilbur,Poison Jab
Drilbur,Rock Slide
Drilbur,Rock Tomb
Drilbur,Stone Edge
Drilbur,X-Scissor
Excadrill,Bulldoze
Excadrill,Dig
Excadrill,Drill Run
Excadrill,Earthquake
Excadrill,Fury Cutter
Excadrill,Giga Impact
Excadrill,Hyper Beam
Excadrill,Iron Head
Excadrill,Metal Claw
Excadrill,Mud Shot
Excadrill,Mud Slap
Excadrill,Poison Jab
Excadrill,Rock Slide
Excadrill,Rock Tomb
Excadrill,Stone Edge
Excadrill,X-Scissor
Timburr,Brick Break
Timburr,Bulldoze
Timburr,Focus Blast
Timburr,Knock Off
Timburr,Low Kick
Timburr,Rock Slide
Timburr,Rock Throw
Timburr,Rock Tomb
Timburr,Stone Edge
Gurdurr,Brick Break
Gurdurr,Bulldoze
Gurdurr,Focus Blast
Gurdurr,Knock Off
Gurdurr,Low Kick
Gurdurr,Rock Slide
Gurdurr,Rock Throw
Gurdurr,Rock Tomb
Gurdurr,Stone Edge
Conkeldurr,Brick Break
Conkeldurr,Bulldoze
Conkeldurr,Close Combat
Conkeldurr,Earthquake
Conkeldurr,Fire Punch
Conkeldurr,Focus Blast
Conkeldurr,Giga Impact
Conkeldurr,Hyper Beam
Conkeldurr,Ice Punch
Conkeldurr,Knock Off
Conkeldurr,Low Kick
Conkeldurr,Poison Jab
Conkeldurr,Rock Slide
Conkeldurr,Rock Throw
Conkeldurr,Rock Tomb
Conkeldurr,Stone Edge
Conkeldurr,Thunder Punch
Venipede,Bug Bite
Venipede,Bug Buzz
Venipede,Poison Jab
Venipede,Poison Sting
Venipede,Pursuit
Venipede,Rollout
Venipede,Sludge Bomb
Venipede,Struggle Bug
Whirlipede,Bug Bite
Whirlipede,Bug Buzz
Whirlipede,Poison Jab
Whirlipede,Poison Sting
Whirlipede,Pursuit
Whirlipede,Rollout
Whirlipede,Sludge Bomb
Whirlipede,Struggle Bug
Scolipede,Aqua Tail
Scolipede,Bug Bite
Scolipede,Bug Buzz
Scolipede,Bulldoze
Scolipede,Dig
Scolipede,Earthquake
Scolipede,Giga Impact
Scolipede,Hyper Beam
Scolipede,Megahorn
Scolipede,Poison Jab
Scolipede,Poison Sting
Scolipede,Pursuit
Scolipede,Rock Slide
Scolipede,Rock Tomb
Scolipede,Rollout
Scolipede,Sludge Bomb
Scolipede,Sludge Wave
Scolipede,Struggle Bug
Scolipede,X-Scissor
Sandile,Bite
Sandile,Bulldoze
Sandile,Crunch
Sandile,Dark Pulse
Sandile,Dig
Sandile,Earthquake
Sandile,Fire Fang
Sandile,Foul Play
Sandile,Mud Slap
Sandile,Pursuit
Sandile,Rock Slide
Sandile,Rock Tomb
Sandile,Snarl
Sandile,Stone Edge
Krokorok,Bite
Krokorok,Bulldoze
Krokorok,Crunch
Krokorok,Dark Pulse
Krokorok,Dig
Krokorok,Earthquake
Krokorok,Fire Fang
Krokorok,Foul Play
Krokorok,Mud Slap
Krokorok,Pursuit
Krokorok,Rock Slide
Krokorok,Rock Tomb
Krokorok,Snarl
Krokorok,Stone Edge
Krookodile,Aerial Ace
Krookodile,Bite
Krookodile,Brick Break
Krookodile,Bulldoze
Krookodile,Crunch
Krookodile,Dark Pulse
Krookodile,Dig
Krookodile,Earthquake
Krookodile,Fire Fang
Krookodile,Focus Blast
Krookodile,Foul Play
Krookodile,Giga Impact
Krookodile,Hyper Beam
Krookodile,Iron Tail
Krookodile,Knock Off
Krookodile,Low Kick
Krookodile,Mud Slap
Krookodile,Outrage
Krookodile,Pursuit
Krookodile,Rock Slide
Krookodile,Rock Tomb
Krookodile,Snarl
Krookodile,Stone Edge
Scraggy,Brick Break
Scraggy,Crunch
Scraggy,Dragon Claw
Scraggy,Dragon Tail
Scraggy,Fire Punch
Scraggy,Ice Punch
Scraggy,Knock Off
Scraggy,Low Kick
Scraggy,Rock Tomb
Scraggy,Snarl
Scraggy,Thunder Punch
Scrafty,Brick Break
Scrafty,Crunch
Scrafty,Dragon Claw
Scrafty,Dragon Tail
Scrafty,Fire Punch
Scrafty,Focus Blast
Scrafty,Giga Impact
Scrafty,Hyper Beam
Scrafty,Ice Punch
Scrafty,Iron Tail
Scrafty,Knock Off
Scrafty,Low Kick
Scrafty,Poison Jab
Scrafty,Rock Slide
Scrafty,Rock Tomb
Scrafty,Snarl
Scrafty,Stone Edge
Scrafty,Thunder Punch
Sigilyph,Aerial Ace
Sigilyph,Air Cutter
Sigilyph,Air Slash
Sigilyph,Ancient Power
Sigilyph,Confusion
Sigilyph,Dark Pulse
Sigilyph,Dazzling Gleam
Sigilyph,Energy Ball
Sigilyph,Future Sight
Sigilyph,Giga Impact
Sigilyph,Gust
Sigilyph,Heat Wave
Sigilyph,Hyper Beam
Sigilyph,Ice Beam
Sigilyph,Psybeam
Sigilyph,Psychic
Sigilyph,Psycho Cut
Sigilyph,Psyshock
Sigilyph,Shadow Ball
Sigilyph,Signal Beam
Sigilyph,Solar Beam
Sigilyph,Thunder
Sigilyph,Thunderbolt
Sigilyph,Zen Headbutt
Minccino,Aqua Tail
Minccino,Dig
Minccino,Hyper Voice
Minccino,Iron Tail
Minccino,Knock Off
Minccino,Rock Slide
Minccino,Rock Tomb
Cinccino,Aqua Tail
Cinccino,Dig
Cinccino,Giga Impact
Cinccino,Hyper Beam
Cinccino,Hyper Voice
Cinccino,Iron Tail
Cinccino,Knock Off
Cinccino,Rock Slide
Cinccino,Rock Tomb
Cinccino,Swift
Gothita,Confusion
Gothita,Dark Pulse
Gothita,Dazzling Gleam
Gothita,Future Sight
Gothita,Hex
Gothita,Mud Slap
Gothita,Psybeam
Gothita,Psychic
Gothita,Psyshock
Gothita,Shadow Ball
Gothita,Signal Beam
Gothita,Zen Headbutt
Gothorita,Confusion
Gothorita,Dark Pulse
Gothorita,Dazzling Gleam
Gothorita,Future Sight
Gothorita,Hex
Gothorita,Mud Slap
Gothorita,Psybeam
Gothorita,Psychic
Gothorita,Psyshock
Gothorita,Shadow Ball
Gothorita,Signal Beam
Gothorita,Zen Headbutt
Gothitelle,Confusion
Gothitelle,Dark Pulse
Gothitelle,Dazzling Gleam
Gothitelle,Energy Ball
Gothitelle,Focus Blast
Gothitelle,Future Sight
Gothitelle,Giga Impact
Gothitelle,Hex
Gothitelle,Hyper Beam
Gothitelle,Mud Slap
Gothitelle,Psybeam
Gothitelle,Psychic
Gothitelle,Psyshock
Gothitelle,Shadow Ball
Gothitelle,Signal Beam
Gothitelle,Thunderbolt
Gothitelle,Zen Headbutt
Foongus,Energy Ball
Foongus,Foul Play
Foongus,Giga Drain
Foongus,Mega Drain
Foongus,Poison Jab
Foongus,Sludge Bomb
Foongus,Solar Beam
Amoonguss,Energy Ball
Amoonguss,Foul Play
Amoonguss,Giga Drain
Amoonguss,Giga Impact
Amoonguss,Hyper Beam
Amoonguss,Mega Drain
Amoonguss,Poison Jab
Amoonguss,Sludge Bomb
Amoonguss,Sludge Wave
Amoonguss,Solar Beam
Ferroseed,Flash Cannon
Ferroseed,Iron Head
Ferroseed,Metal Claw
Ferroseed,Mirror Shot
Ferroseed,Rock Slide
Ferroseed,Rock Tomb
Ferroseed,Rollout
Ferroseed,Tackle
Ferrothorn,Bulldoze
Ferrothorn,Earthquake
Ferrothorn,Energy Ball
Ferrothorn,Flash Cannon
Ferrothorn,Giga Drain
Ferrothorn,Giga Impact
Ferrothorn,Hyper Beam
Ferrothorn,Iron Head
Ferrothorn,Knock Off
Ferrothorn,Metal Claw
Ferrothorn,Mirror Shot
Ferrothorn,Rock Slide
Ferrothorn,Rock Tomb
Ferrothorn,Rollout
Ferrothorn,Stone Edge
Ferrothorn,Tackle
Klink,Discharge
Klink,Flash Cannon
Klink,Magnet Bomb
Klink,Mirror Shot
Klang,Discharge
Klang,Flash Cannon
Klang,Magnet Bomb
Klang,Mirror Shot
Klang,Thunder
Klang,Thunderbolt
Klang,Wild Charge
Klinklang,Discharge
Klinklang,Flash Cannon
Klinklang,Giga Impact
Klinklang,Hyper Beam
Klinklang,Magnet Bomb
Klinklang,Mirror Shot
Klinklang,Thunder
Klinklang,Thunderbolt
Klinklang,Wild Charge
Litwick,Astonish
Litwick,Dark Pulse
Litwick,Ember
Litwick,Energy Ball
Litwick,Fire Blast
Litwick,Flamethrower
Litwick,Heat Wave
Litwick,Hex
Litwick,Night Shade
Litwick,Psychic
Litwick,Shadow Ball
Litwick,Solar Beam
Litwick,Tackle
Lampent,Astonish
Lampent,Dark Pulse
Lampent,Ember
Lampent,Energy Ball
Lampent,Fire Blast
Lampent,Flamethrower
Lampent,Heat Wave
Lampent,Hex
Lampent,Night Shade
Lampent,Psychic
Lampent,Shadow Ball
Lampent,Solar Beam
Lampent,Tackle
Chandelure,Astonish
Chandelure,Dark Pulse
Chandelure,Ember
Chandelure,Energy Ball
Chandelure,Fire Blast
Chandelure,Flamethrower
Chandelure,Giga Impact
Chandelure,Heat Wave
Chandelure,Hex
Chandelure,Hyper Beam
Chandelure,Night Shade
Chandelure,Psychic
Chandelure,Shadow Ball
Chandelure,Solar Beam
Axew,Aerial Ace
Axew,Aqua Tail
Axew,Bite
Axew,Crunch
Axew,Dig
Axew,Draco Meteor
Axew,Dragon Claw
Axew,Dragon Pulse
Axew,Dragon Tail
Axew,Iron Tail
Axew,Outrage
Axew,Rock Tomb
Axew,X-Scissor
Fraxure,Aerial Ace
Fraxure,Aqua Tail
Fraxure,Bite
Fraxure,Brick Break
Fraxure,Crunch
Fraxure,Dig
Fraxure,Draco Meteor
Fraxure,Dragon Claw
Fraxure,Dragon Pulse
Fraxure,Dragon Tail
Fraxure,Iron Tail
Fraxure,Outrage
Fraxure,Poison Jab
Fraxure,Rock Slide
Fraxure,Rock Tomb
Fraxure,X-Scissor
Haxorus,Aerial Ace
Haxorus,Aqua Tail
Haxorus,Bite
Haxorus,Brick Break
Haxorus,Crunch
Haxorus,Dig
Haxorus,Draco Meteor
Haxorus,Dragon Claw
Haxorus,Dragon Pulse
Haxorus,Dragon Tail
Haxorus,Earthquake
Haxorus,Focus Blast
Haxorus,Giga Impact
Haxorus,Hyper Beam
Haxorus,Iron Tail
Haxorus,Outrage
Haxorus,Poison Jab
Haxorus,Rock Slide
Haxorus,Rock Tomb
Haxorus,Stone Edge
Haxorus,X-Scissor
Golett,Astonish
Golett,Brick Break
Golett,Bulldoze
Golett,Dig
Golett,Earthquake
Golett,Fire Punch
Golett,Mud Slap
Golett,Night Shade
Golett,Phantom Force
Golett,Psychic
Golett,Rollout
Golett,Shadow Ball
Golett,Shadow Punch
Golett,Thunder Punch
Golurk,Astonish
Golurk,Brick Break
Golurk,Bulldoze
Golurk,Dig
Golurk,Earthquake
Golurk,Fire Punch
Golurk,Giga Impact
Golurk,Hyper Beam
Golurk,Ice Punch
Golurk,Mud Slap
Golurk,Night Shade
Golurk,Phantom Force
Golurk,Psychic
Golurk,Rock Slide
Golurk,Rock Tomb
Golurk,Rollout
Golurk,Shadow Ball
Golurk,Shadow Punch
Golurk,Stone Edge
Golurk,Thunder Punch
Pawniard,Aerial Ace
Pawniard,Brick Break
Pawniard,Dark Pulse
Pawniard,Fury Cutter
Pawniard,Iron Head
Pawniard,Knock Off
Pawniard,Low Kick
Pawniard,Metal Claw
Pawniard,Night Slash
Pawniard,Psycho Cut
Pawniard,Pursuit
Pawniard,Rock Slide
Pawniard,Rock Tomb
Pawniard,Snarl
Pawniard,Stone Edge
Pawniard,X-Scissor
Bisharp,Aerial Ace
Bisharp,Brick Break
Bisharp,Dark Pulse
Bisharp,Fury Cutter
Bisharp,Giga Impact
Bisharp,Hyper Beam
Bisharp,Iron Head
Bisharp,Knock Off
Bisharp,Low Kick
Bisharp,Metal Claw
Bisharp,Night Slash
Bisharp,Poison Jab
Bisharp,Psycho Cut
Bisharp,Pursuit
Bisharp,Rock Slide
Bisharp,Rock Tomb
Bisharp,Snarl
Bisharp,Stone Edge
Bisharp,X-Scissor
Vullaby,Aerial Ace
Vullaby,Air Cutter
Vullaby,Air Slash
Vullaby,Brave Bird
Vullaby,Dark Pulse
Vullaby,Foul Play
Vullaby,Gust
Vullaby,Knock Off
Vullaby,Pursuit
Vullaby,Shadow Ball
Vullaby,Snarl
Vullaby,Wing Attack
Mandibuzz,Aerial Ace
Mandibuzz,Air Cutter
Mandibuzz,Air Slash
Mandibuzz,Brave Bird
Mandibuzz,Dark Pulse
Mandibuzz,Foul Play
Mandibuzz,Giga Impact
Mandibuzz,Gust
Mandibuzz,Hyper Beam
Mandibuzz,Knock Off
Mandibuzz,Pursuit
Mandibuzz,Shadow Ball
Mandibuzz,Snarl
Mandibuzz,Wing Attack
Deino,Bite
Deino,Crunch
Deino,Dark Pulse
Deino,Draco Meteor
Deino,Dragon Breath
Deino,Dragon Claw
Deino,Dragon Pulse
Deino,Dragon Rush
Deino,Dragon Tail
Deino,Earth Power
Deino,Fire Blast
Deino,Fire Fang
Deino,Flamethrower
Deino,Outrage
Deino,Rock Tomb
Deino,Snarl
Deino,Tackle
Deino,Twister
Zweilous,Bite
Zweilous,Crunch
Zweilous,Dark Pulse
Zweilous,Draco Meteor
Zweilous,Dragon Breath
Zweilous,Dragon Claw
Zweilous,Dragon Pulse
Zweilous,Dragon Rush
Zweilous,Dragon Tail
Zweilous,Earth Power
Zweilous,Fire Blast
Zweilous,Fire Fang
Zweilous,Flamethrower
Zweilous,Outrage
Zweilous,Rock Tomb
Zweilous,Snarl
Zweilous,Tackle
Zweilous,Twister
Hydreigon,Aerial Ace
Hydreigon,Bite
Hydreigon,Bulldoze
Hydreigon,Crunch
Hydreigon,Dark Pulse
Hydreigon,Draco Meteor
Hydreigon,Dragon Breath
Hydreigon,Dragon Claw
Hydreigon,Dragon Pulse
Hydreigon,Dragon Rush
Hydreigon,Dragon Tail
Hydreigon,Earth Power
Hydreigon,Earthquake
Hydreigon,Fire Blast
Hydreigon,Fire Fang
Hydreigon,Flamethrower
Hydreigon,Flash Cannon
Hydreigon,Focus Blast
Hydreigon,Giga Impact
Hydreigon,Heat Wave
Hydreigon,Hyper Beam
Hydreigon,Outrage
Hydreigon,Rock Slide
Hydreigon,Rock Tomb
Hydreigon,Snarl
Hydreigon,Stone Edge
Hydreigon,Surf
Hydreigon,Tackle
Hydreigon,Twister
Larvesta,Bug Bite
Larvesta,Bug Buzz
Larvesta,Bulldoze
Larvesta,Ember
Larvesta,Fire Blast
Larvesta,Flame Wheel
Larvesta,Flamethrower
Larvesta,Flare Blitz
Larvesta,Giga Drain
Larvesta,Heat Wave
Larvesta,Solar Beam
Larvesta,Struggle Bug
Volcarona,Aerial Ace
Volcarona,Bug Bite
Volcarona,Bug Buzz
Volcarona,Bulldoze
Volcarona,Discharge
Volcarona,Ember
Volcarona,Fire Blast
Volcarona,Flame Wheel
Volcarona,Flamethrower
Volcarona,Flare Blitz
Volcarona,Giga Drain
Volcarona,Giga Impact
Volcarona,Gust
Volcarona,Heat Wave
Volcarona,Hurricane
Volcarona,Hyper Beam
Volcarona,Psychic
Volcarona,Signal Beam
Volcarona,Silver Wind
Volcarona,Solar Beam
Volcarona,Struggle Bug
Cobalion,Aerial Ace
Cobalion,Air Cutter
Cobalion,Bulldoze
Cobalion,Close Combat
Cobalion,Earthquake
Cobalion,Flash Cannon
Cobalion,Focus Blast
Cobalion,Giga Impact
Cobalion,Hyper Beam
Cobalion,Iron Head
Cobalion,Iron Tail
Cobalion,Metal Claw
Cobalion,Quick Attack
Cobalion,Rock Slide
Cobalion,Rock Tomb
Cobalion,Steel Beam
Cobalion,Stone Edge
Cobalion,X-Scissor
Cobalion,Zen Headbutt
Terrakion,Aerial Ace
Terrakion,Bulldoze
Terrakion,Close Combat
Terrakion,Earthquake
Terrakion,Flash Cannon
Terrakion,Focus Blast
Terrakion,Giga Impact
Terrakion,Hyper Beam
Terrakion,Iron Head
Terrakion,Quick Attack
Terrakion,Rock Slide
Terrakion,Rock Tomb
Terrakion,Stone Edge
Terrakion,X-Scissor
Terrakion,Zen Headbutt
Virizion,Aerial Ace
Virizion,Close Combat
Virizion,Energy Ball
Virizion,Focus Blast
Virizion,Giga Drain
Virizion,Giga Impact
Virizion,Hyper Beam
Virizion,Iron Head
Virizion,Leaf Blade
Virizion,Quick Attack
Virizion,Rock Slide
Virizion,Rock Tomb
Virizion,Solar Beam
Virizion,Stone Edge
Virizion,Vine Whip
Virizion,X-Scissor
Virizion,Zen Headbutt
Tornadus,Aerial Ace
Tornadus,Air Cutter
Tornadus,Air Slash
Tornadus,Astonish
Tornadus,Bite
Tornadus,Brick Break
Tornadus,Bulldoze
Tornadus,Crunch
Tornadus,Dark Pulse
Tornadus,Focus Blast
Tornadus,Giga Impact
Tornadus,Gust
Tornadus,Heat Wave
Tornadus,Hurricane
Tornadus,Hyper Beam
Tornadus,Iron Tail
Tornadus,Knock Off
Tornadus,Psychic
Tornadus,Rock Slide
Tornadus,Rock Tomb
Tornadus,Wing Attack
Thundurus,Bite
Thundurus,Brick Break
Thundurus,Crunch
Thundurus,Dark Pulse
Thundurus,Discharge
Thundurus,Flash Cannon
Thundurus,Focus Blast
Thundurus,Foul Play
Thundurus,Giga Impact
Thundurus,Hyper Beam
Thundurus,Iron Tail
Thundurus,Knock Off
Thundurus,Psychic
Thundurus,Rock Slide
Thundurus,Rock Tomb
Thundurus,Sludge Bomb
Thundurus,Sludge Wave
Thundurus,Snarl
Thundurus,Thunder
Thundurus,Thunder Punch
Thundurus,Thunderbolt
Thundurus,Wild Charge
Reshiram,Ancient Power
Reshiram,Bulldoze
Reshiram,Crunch
Reshiram,Draco Meteor
Reshiram,Dragon Breath
Reshiram,Dragon Claw
Reshiram,Dragon Pulse
Reshiram,Dragon Tail
Reshiram,Earth Power
Reshiram,Earthquake
Reshiram,Ember
Reshiram,Fire Blast
Reshiram,Flamethrower
Reshiram,Flare Blitz
Reshiram,Focus Blast
Reshiram,Giga Impact
Reshiram,Hyper Beam
Reshiram,Iron Tail
Reshiram,Outrage
Reshiram,Rock Slide
Reshiram,Rock Tomb
Reshiram,Solar Beam
Reshiram,Stone Edge
Reshiram,Zen Headbutt
Zekrom,Ancient Power
Zekrom,Bulldoze
Zekrom,Crunch
Zekrom,Draco Meteor
Zekrom,Dragon Breath
Zekrom,Dragon Claw
Zekrom,Dragon Pulse
Zekrom,Dragon Tail
Zekrom,Earth Power
Zekrom,Earthquake
Zekrom,Focus Blast
Zekrom,Giga Impact
Zekrom,Hyper Beam
Zekrom,Iron Tail
Zekrom,Outrage
Zekrom,Rock Slide
Zekrom,Rock Tomb
Zekrom,Stone Edge
Zekrom,Thunder
Zekrom,Thunderbolt
Zekrom,Wild Charge
Zekrom,Zen Headbutt
Landorus,Brick Break
Landorus,Bulldoze
Landorus,Crunch
Landorus,Dig
Landorus,Earth Power
Landorus,Earthquake
Landorus,Focus Blast
Landorus,Giga Impact
Landorus,Hyper Beam
Landorus,Knock Off
Landorus,Mud Shot
Landorus,Outrage
Landorus,Psychic
Landorus,Rock Slide
Landorus,Rock Throw
Landorus,Rock Tomb
Landorus,Sludge Bomb
Landorus,Sludge Wave
Landorus,Stone Edge
Kyurem,Ancient Power
Kyurem,Avalanche
Kyurem,Blizzard
Kyurem,Bulldoze
Kyurem,Draco Meteor
Kyurem,Dragon Breath
Kyurem,Dragon Claw
Kyurem,Dragon Pulse
Kyurem,Dragon Tail
Kyurem,Earth Power
Kyurem,Earthquake
Kyurem,Focus Blast
Kyurem,Giga Impact
Kyurem,Hyper Beam
Kyurem,Ice Beam
Kyurem,Icy Wind
Kyurem,Iron Tail
Kyurem,Outrage
Kyurem,Rock Slide
Kyurem,Rock Tomb
Kyurem,Stone Edge
Kyurem,Zen Headbutt
Keldeo,Aqua Jet
Keldeo,Aqua Tail
Keldeo,Brick Break
Keldeo,Bubble Beam
Keldeo,Close Combat
Keldeo,Focus Blast
Keldeo,Giga Impact
Keldeo,Hydro Pump
Keldeo,Hyper Beam
Keldeo,Icy Wind
Keldeo,Iron Tail
Keldeo,Low Kick
Keldeo,Mud Slap
Keldeo,Poison Jab
Keldeo,Quick Attack
Keldeo,Stone Edge
Keldeo,Surf
Keldeo,Waterfall
Keldeo,X-Scissor
Meloetta,Brick Break
Meloetta,Close Combat
Meloetta,Confusion
Meloetta,Dazzling Gleam
Meloetta,Disarming Voice
Meloetta,Energy Ball
Meloetta,Fire Punch
Meloetta,Focus Blast
Meloetta,Giga Impact
Meloetta,Hyper Beam
Meloetta,Hyper Voice
Meloetta,Ice Punch
Meloetta,Knock Off
Meloetta,Low Kick
Meloetta,Psybeam
Meloetta,Psychic
Meloetta,Psyshock
Meloetta,Quick Attack
Meloetta,Shadow Ball
Meloetta,Signal Beam
Meloetta,Solar Beam
Meloetta,Swift
Meloetta,Thunder
Meloetta,Thunder Punch
Meloetta,Thunderbolt
Meloetta,Zen Headbutt
Chespin,Brick Break
Chespin,Bulldoze
Chespin,Energy Ball
Chespin,Giga Drain
Chespin,Iron Tail
Chespin,Mud Shot
Chespin,Rollout
Chespin,Solar Beam
Chespin,Tackle
Chespin,Vine Whip
Chespin,Wood Hammer
Quilladin,Brick Break
Quilladin,Bulldoze
Quilladin,Energy Ball
Quilladin,Giga Drain
Quilladin,Iron Tail
Quilladin,Mud Shot
Quilladin,Rollout
Quilladin,Solar Beam
Quilladin,Tackle
Quilladin,Vine Whip
Quilladin,Wood Hammer
Chesnaught,Brick Break
Chesnaught,Bulldoze
Chesnaught,Close Combat
Chesnaught,Earthquake
Chesnaught,Energy Ball
Chesnaught,Focus Blast
Chesnaught,Giga Drain
Chesnaught,Giga Impact
Chesnaught,Hyper Beam
Chesnaught,Iron Tail
Chesnaught,Low Kick
Chesnaught,Mud Shot
Chesnaught,Poison Jab
Chesnaught,Rock Slide
Chesnaught,Rock Tomb
Chesnaught,Rollout
Chesnaught,Solar Beam
Chesnaught,Stone Edge
Chesnaught,Tackle
Chesnaught,Vine Whip
Chesnaught,Wood Hammer
Fennekin,Ember
Fennekin,Fire Blast
Fennekin,Flamethrower
Fennekin,Future Sight
Fennekin,Psybeam
Fennekin,Psychic
Fennekin,Psyshock
Fennekin,Quick Attack
Fennekin,Solar Beam
Braixen,Ember
Braixen,Fire Blast
Braixen,Flamethrower
Braixen,Future Sight
Braixen,Psybeam
Braixen,Psychic
Braixen,Psyshock
Braixen,Quick Attack
Braixen,Solar Beam
Delphox,Dazzling Gleam
Delphox,Disarming Voice
Delphox,Ember
Delphox,Fire Blast
Delphox,Flamethrower
Delphox,Future Sight
Delphox,Giga Impact
Delphox,Hyper Beam
Delphox,Psybeam
Delphox,Psychic
Delphox,Psyshock
Delphox,Quick Attack
Delphox,Shadow Ball
Delphox,Solar Beam
Froakie,Aerial Ace
Froakie,Bubble Beam
Froakie,Dark Pulse
Froakie,Foul Play
Froakie,Hydro Pump
Froakie,Ice Beam
Froakie,Lick
Froakie,Quick Attack
Froakie,Surf
Froakie,Water Gun
Froakie,Waterfall
Frogadier,Aerial Ace
Frogadier,Bubble Beam
Frogadier,Dark Pulse
Frogadier,Foul Play
Frogadier,Hydro Pump
Frogadier,Ice Beam
Frogadier,Lick
Frogadier,Quick Attack
Frogadier,Surf
Frogadier,Water Gun
Frogadier,Waterfall
Greninja,Aerial Ace
Greninja,Bubble Beam
Greninja,Dark Pulse
Greninja,Foul Play
Greninja,Giga Impact
Greninja,Hydro Pump
Greninja,Hyper Beam
Greninja,Ice Beam
Greninja,Lick
Greninja,Night Slash
Greninja,Quick Attack
Greninja,Surf
Greninja,Water Gun
Greninja,Waterfall
Greninja (Ash),Aerial Ace
Greninja (Ash),Bubble Beam
Greninja (Ash),Dark Pulse
Greninja (Ash),Foul Play
Greninja (Ash),Giga Impact
Greninja (Ash),Hydro Pump
Greninja (Ash),Hyper Beam
Greninja (Ash),Ice Beam
Greninja (Ash),Lick
Greninja (Ash),Night Slash
Greninja (Ash),Quick Attack
Greninja (Ash),Surf
Greninja (Ash),Water Gun
Greninja (Ash),Waterfall
Bunnelby,Brick Break
Bunnelby,Bulldoze
Bunnelby,Dig
Bunnelby,Double-Edge
Bunnelby,Earthquake
Bunnelby,Iron Head
Bunnelby,Mud Shot
Bunnelby,Mud Slap
Bunnelby,Quick Attack
Bunnelby,Rollout
Bunnelby,Tackle
Diggersby,Body Slam
Diggersby,Brick Break
Diggersby,Bulldoze
